# ammount | bubble | Insertion | Selection | Merge | Quick
100000 704982704 0 704982704 815024
200000 -1474936480 0 -1474936480 2545072
300000 2050177040 0 2050177040 5223520
400000 -1604578624 0 -1604578624 8883616
500000 445698416 0 445698416 13576112
600000 -388926432 0 -388926432 19233008
700000 186514128 0 186514128 25884096
800000 -2122947200 0 -2122947200 33604288
900000 1272624176 0 1272624176 42371472
1000000 1783293664 0 1783293664 52256464
