# size | bubble | Insertion | Selection | Merge | Quick
100000 3057 0 3613 8 1
200000 12253 0 13949 18 3
300000 27103 1 30688 25 5
400000 46699 1 54409 31 6
500000 72798 1 84839 41 7
600000 105513 1 123032 49 9
700000 142537 1 165279 57 11
800000 186071 1 217305 62 12
900000 234078 1 272902 71 14
1000000 291254 1 339379 82 15
