# size | bubble | Insertion | Selection | Merge | Quick
100000 6699 2377 3345 8 2
200000 26929 9767 13528 16 3
300000 62007 21715 30432 24 4
400000 108678 38936 54325 36 6
500000 169550 60451 84963 41 7
600000 243393 88120 121794 49 9
700000 331173 117556 164922 57 11
800000 433158 154453 215445 70 13
900000 548005 196113 273010 75 14
1000000 681073 244937 338820 83 16
